Title,Languages,Score
Waiting for Superman,"English, Spanish",7.5
The 100-Year-Old Man Who Climbed Out of the Window and Disappeared,"Swedish, German, English, Spanish, French, Russian",7.1
Edge of Tomorrow,English,7.9
The Great Gatsby,English,7.2
Flu,"Korean, English, Filipino",6.6
Jonah Hex,English,4.7
Rurouni Kenshin: Kyoto Inferno,Japanese,7.6
Rurouni Kenshin: The Legend Ends,Japanese,7.6
All About My Mother,"Spanish, Catalan",7.8
Ultraviolet,"English, Vietnamese",4.5
Steamboy,"Japanese, English",6.9
Spaced,English,8.5
Suskind,"Dutch, German",6.9
Parker,English,6.2
The Mummy,"English, Egyptian (Ancient), Arabic, Chinese, Hebrew, Hungarian",7
Marvel Anime: Wolverine,English,6.7
Lip Service,English,7.4
Righteous Kill,"English, Spanish, Russian",6
Mees Kees,Dutch,6.7
The Jackal,"English, Russian",6.4
The Happening,"English, French",5
Hope Springs,English,6.3
The Holiday,English,6.9
Grizzly Man,English,7.8
The Hungover Games,English,3.6
Ghost Rider,English,5.2
E.T. the Extra-Terrestrial,English,7.8
This Christmas,English,6.3
The Condemned,"Portuguese, English, Spanish, German",6
The X-Files: I Want to Believe,"English, Russian, Czech",5.9
The Secret Life of Bees,English,7.3
The Texas Chainsaw Massacre: The Beginning,English,5.8
Talladega Nights: The Ballad of Ricky Bobby,"English, French",6.6
Boogeyman,English,4.2
Mr. Bean: The Whole Bean,English,8.5
Marvel Anime: X-Men,Japanese,6.8
August Rush,English,7.5
Mr. Bean: The Animated Series,English,6.8
Fast and Furious 6,"English, Spanish, Russian, Japanese, Cantonese, Dutch",7
Step Up: Revolution,English,6.4
Kick-Ass 2,English,6.5
Despicable Me 2,"English, Ukrainian",7.3
Tony 10,"Flemish, Dutch",5.9
Peter Rabbit,English,5.5
Undisputed,"English, German",6.2
Undisputed 2: Last Man Standing,"English, Russian",7.1
Temporary Release,Danish,5.5
Rene hjerter,Danish,6.4
Someone Like Hodder,Danish,5.9
Mission to Mars,English,5.7
The Garfield Show,"English, French",5.4
What Lies Beneath,English,6.6
Out of Bounds,English,7.5
Traffic,"English, Spanish",7.6
St. Vincent,"English, Spanish",7.2
Riding in Cars with Boys,English,6.5
RocknRolla,"English, Russian",7.3
Werewolf Hunter,English,5.3
Ratz,French,6.5
Rize,English,7.1
Land of the Dead,"English, Spanish, Italian, Polish, French",6.2
Space Goofs,"French, English",6.8
Echelon Conspiracy,"English, Russian",5.8
Ninja Assassin,English,6.3
Smokin Aces,English,6.7
U-571,"English, German",6.6
40 Days and 40 Nights,English,5.6
Dragon Ball Z: Wrath of the Dragon,Japanese,7.5
Dragon Ball Z: Fusion Reborn,Japanese,7.7
Los Simuladores,Spanish,8.4
The Missing,"English, French",8.2
Saving Private Perez,Spanish,5.9
6 Souls,English,6.1
The Lazarus Project,English,6.1
The Twilight Samurai,Japanese,8.1
The Brady Bunch Movie,English,6
Waterworld,English,6.2
Vacancy,English,6.2
Save Me,English,3.7
Stoked,English,6.3
The Stepfather,"English, German",5.6
Snitch,"English, Spanish",6.4
The Rainmaker,English,7.2
QI,English,8.6
Outnumbered,English,8
The Next Step,English,6
Munich,"English, German, French, Hebrew, Arabic, Italian, Greek, Russian, Dutch",7.5
The Railway Man,"English, Japanese",7.1
The Perfect Man,English,5.5
Mock the Week,English,7.8
Support Your Local Sheriff,English,7.5
"sex, lies, and videotape",English,7.2
Night Of The Living Dead,English,6.9
The Blue Lagoon,English,5.8
Louis Theroux,English,7.3
Kiss of the Dragon,"English, French, Mandarin",6.6
Klown,Danish,7.2
Katyn,"Polish, Russian, German, Ukrainian",7
Joey,English,4.6
Walesa: Man of Hope,"Polish, Italian",6.5
The Big Hit,English,6.1
Jimmys Hall,"English, Irish",6.7
How High,English,6.3
Hercules,English,6
Tokyo Ghoul,"Japanese, English",7.9
Top Gear: The Perfect Road Trip,"English, French",7.9
Ghost in the Shell,Japanese,8
Fright Night,English,7.1
Ultimate Force,English,7.7
Fireman Sam,"Welsh, English",5.9
Faster,English,6.4
Fresh Meat,English,7.9
Parades End,English,7.6
Space Dandy,"Japanese, English",8.1
Double Jeopardy,English,6.5
Walking with Dinosaurs: Land of the Giants,English,7.5
Drifters,English,7.1
Dreamgirls,English,6.5
Draft Day,English,6.8
Friday Night Dinner,English,8.1
Sharpes Challenge,"English, Hindi, French",7.5
The Craft,"English, French",6.4
Walking with Dinosaurs: The Giant Claw,,7.7
Killer Klowns from Outer Space,English,6.2
Like Crazy,English,6.7
Michael McIntyres Comedy Roadshow,English,7
Boomerang,"English, French",5.5
Maximum Risk,English,5.5
Baby Geniuses,English,2.7
Top Boy,English,8.4
Bottom,English,8.2
Black Books,English,8.5
Young Adult,English,6.2
A Case of You,English,5.6
A Night at the Roxbury,English,6.3
Walking with Dinosaurs: The Ballad of Big Al,,8.1
Monty Python: Almost the Truth - The Lawyers Cut,English,8.1
Did You Hear About the Morgans?,"English, Ukrainian, French, Italian, Spanish",4.9
Alice Upside Down,English,5.2
I Am Soldier,English,4.6
Monty Pythons And Now for Something Completely Different,English,7.6
Begin Again,English,7.4
Im Alan Partridge,"English, German, French",8.5
Death Wish 4: The Crackdown,English,5.5
Death Wish 3,"English, Spanish",5.9
Betty Blue,French,7.4
Atlas Shrugged: Part II,English,5.4
The Rise and Fall of a White Collar Hooligan 2: England Away,English,4.7
See No Evil 2,English,4.7
Sharpes Peril,English,7.3
Friday the 13th: Part 5: A New Beginning,English,4.8
Friday the 13th: Part 8: Jason Takes Manhattan,English,4.6
"House of 1,000 Corpses",English,6.1
Georgia Rule,English,5.8
The Experiment,English,6.4
Imagine,"English, French, Portuguese, German",7.4
Elles,"French, English, Polish",5.6
W.E.,"English, French, Russian",6.3
Scrotal Recall,English,8.1
Like Mike,English,5.3
The Dictator,"English, Hebrew, Arabic",6.4
Superman: The Movie,English,7.3
Zathura,English,6.2
Waiting,Arabic,5.1
War,"English, Mandarin, Japanese, Cantonese",6.2
Vennebyen,English,6.1
Ulvesommer,Norwegian,5.9
To verdener,Danish,7.6
Shutter,Thai,7.1
Skin,"English, Zulu",6.9
Winters Tale,English,6.2
Skyskraber,Danish,6.3
Shaun the Sheep,English,8.2
Rosa Morena,"Portuguese, Danish, English",6.1
Reprise,Norwegian,7.4
Rush,"English, German, Italian, French, Spanish",8.1
Parterapi,Danish,5.2
Trust Me,Swedish,4.5
Pusher,"Danish, Swedish, Serbian",7.4
Svein og rotta og UFO-mysteriet,Norwegian,5
Opbrud,Danish,4.9
Oldboys,"Danish, Swedish",6.5
Next Door,"Norwegian, Swedish",6.5
Marias menn,Norwegian,5.2
Morke,Danish,6.7
Monster,English,7.3
Spawn: The Movie,English,5.3
New York Minute,English,5
Moomins,Finnish,6.1
My Life Without Me,English,7.5
"Remember Me, My Love","Italian, French, English",6.4
The Last Nazis,English,6.6
Skyline,English,4.4
Lykkevej,Danish,6.1
Lilla spoket Laban,Swedish,6.4
The Lego Movie,"English, Turkish",7.7
The Art of Negative Thinking,Norwegian,7.1
Kinamand,Danish,7
Karlas Kabale,Danish,5.3
Karla og Katrine,Danish,5.7
Kaerestesorger,Danish,6.5
Rasmus Klump,"Danish, German",5.1
Mennesker i solen,Norwegian,5.4
Once Upon a Time in Mexico,"English, Spanish",6.4
Kill the Irishman,English,7.1
The Lake House,English,6.8
Rumor Has It,"English, Spanish",5.5
Hudson Hawk,"English, Italian",5.8
Hannibal Rising,"English, German, Russian",6.2
Hells Kitchen,English,7.1
Spy Game,"English, German, Arabic, French, Cantonese",7.1
Godzilla,"English, Japanese",6.4
Stranger than Fiction,English,7.5
Vanity Fair,"English, French, German",6.2
Venner for livet,Norwegian,5.8
Kung Fu Hustle,"Cantonese, Mandarin",7.7
Fidibus,Danish,5.7
Terribly Happy,Danish,6.8
The Exorcism of Emily Rose,"English, Syriac, German, Greek, Hebrew, Latin, Aramaic",6.7
Exiled,"Cantonese, English",7.2
Underworld: Evolution,"English, French, Hungarian",6.7
Til doden os skiller,"Danish, Swedish",5.7
Houba! On the Trail of the Marsupilami,French,5.5
Den man alskar,Swedish,6.1
Drag Me to Hell,"English, Spanish, Hungarian, Czech",6.5
Doing Hard Time,English,5
Age of Rebellion,Mandarin,8.7
Doubles Cause Troubles,"Cantonese, Mandarin",5.3
Being Napoleon,"English, French",5.4
One Piece: The Giant Mechanical Soldier of Karakuri Castle,Japanese,6.6
Hi Score Girl,Japanese,8
Amazing Interiors,English,6.7
Lucha: Playing the Impossible,Spanish,7.2
Sugar Rush,English,7.7
Back Street Girls -GOKUDOLS-,Japanese,5.5
The Comedy Lineup,English,5.8
Gemini,English,5.4
Paathi,Malayalam,6.6
The Underwear,English,5.3
LEGO House - Home of the Brick,"English, Danish",6.5
Treehouse Detectives,English,7
A new Capitalism,"English, Spanish, Portuguese",6.4
B.A. Pass 2,Hindi,2.1
Explained,English,8.1
Butt Detective,English,6.8
Coffee for All,"Italian, English, Spanish",5.7
Dancing Angels,English,5.4
Moving On,English,7.4
REA(L)OVE,"Japanese, English",6.7
A Love So Beautiful,Chinese,8.1
Devils Line,English,7
Monty Python: Before the Flying Circus,English,7.3
The Minimighty Kids,French,6.1
DRAGON PILOT: Hisone and Masotan,Japanese,6.9
Troy,English,7.3
Fastest Car,English,7.1
Gold Stars: The Story of the FIFA World Cup Tournaments,"English, French, German, Spanish",7.3
De Sicario a Youtuber,Spanish,5.8
Pokémon the Series,Japanese,5.8
ViR: The Robot Boy,Hindi,2.8
Nailed It,English,7.3
Bad Guys: Vile City,Korean,8
Gad Elmaleh: American Dream,English,7.2
Girls Incarcerated,English,7.3
Adel Karam: Live from Beirut,Arabic,5.3
Kill Hitler! The Luck of the Devil,French,6.4
Best Lover,,5.7
The Bros,Korean,6.1
The Milk System,"German, English, Danish, Italian, French, Wolof",7.1
Baby Ballroom,English,7.8
The Lady in Dignity,Korean,7.6
Fakkah Fuzz: Almost Banned,English,4
Harith Iskander: I Told You So,English,4.6
Drug Lords,English,6.9
Hakata Tonkotsu Ramens,Japanese,7.1
Katt Williams: Great America,English,6.1
Eves Apple,English,6.4
The Reservoir Game,"Korean, English",5.8
Sangokushi,Japanese,6.8
Persona,"Swedish, English",8.1
Ushijima the Loan Shark The Final ,Japanese,6.8
Re:Mind,Japanese,5
Part-Time Idol,Korean,6.9
72 Dangerous Animals: Latin America,English,6.7
Madness in the Desert,English,7.7
Erased,English,6.1
Judd Apatow: The Return,English,6.2
Cheapest Weddings,English,6
Blazing Transfer Students,Japanese,7
Vampire Sisters 3: Journey to Transylvania,German,5.3
The Little Nyonya,Chinese,7.2
The Bittersweet,"Mandarin, Portuguese, Spanish, French, German",5.1
Judah Friedlander: America Is the Greatest Country in the United States,English,7.8
Beyond Stranger Things,English,7.5
Guru Aur Bhole,Hindi,4.6
Siffredi Late Night - Hard Academy,Italian,6
"El Especial de Alex Fernández, el Especial",Spanish,6.7
Bomb Scared,"Spanish, Basque",5.6
Suburra: Blood on Rome,Italian,7.9
Rodney Carrington: Here Comes the Truth,English,4.4
Paul Hollywoods Big Continental Road Trip,English,8.4
Satu Hari,"Indonesian, English, German",6.5
Jack Whitehall: Travels with My Father,English,7.7
Couple of Days,English,6.5
Strong Girl Bong-soon,Korean,8.2
All Hail King Julien: Happy Birthday to You!,English,6
Jeff Dunham: Relative Disaster,English,6.4
Heroin(e),English,6.8
The Confession Tapes,English,7.5
Fabrizio Copano: Solo pienso en mi,Spanish,4.7
Marc Maron: Too Real,English,7.2
The Bet,English,4
The Graduation,Japanese,7
All About Love,French,5.3
The Many Faces of Ito,Japanese,5.3
Click for Murder,English,5.9
Brad Paisleys Comedy Rodeo,,8.5
The Iron Lady,English,6.4
2 Alone in Paris,French,5.4
Classroom of the Elite,"Japanese, English",7.5
Restoration Australia,English,7
The Truth About Alcohol,English,7.1
The In-Laws,"English, French, Mandarin",5.8
loco love,English,5.2
Kibaoh Klashers,English,5.9
Elegant Yokai Apartment Life,Japanese,6.7
Kantaro: The Sweet Tooth Salaryman,Japanese,7.7
The Standups,English,6.7
Kakegurui,Japanese,7.2
King’s War,Romanian,8.2
Mystic Whispers,Chinese,7.3
The Oath,English,5.5
Against The tides,English,4.4
The Ultimatum,English,8
The Truth Seekers,Chinese,6.5
Yours Fatefully,Chinese,6.6
Spice Up,English,5.8
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,English,3.7
Little Baby Bum: Nursery Rhyme Friends,English,3.7
The Russian Revolution,English,6.6
Under the Black Moonlight,Korean,4.6
Love.com,Portuguese,5.8
How to Stage a Coup,English,6.1
The Dream Job,Chinese,5.9
JFK: The Making of a President,English,6.4
Abnormal Summit,Korean,7.4
ID-0,Japanese,6.1
Comè bello far lamore,French,6.5
Bridget Christie: Stand Up for Her,English,6.4
Womans Holes,"English, German, Dutch, French, Spanish, Chinese, Greek,  Ancient (to 1453), North American Indian",7.4
Love for Ten: Generation of Youth,Korean,6.6
Grillo vs Grillo,Italian,4.7
Eye in the Sky,"English, Somali",7.3
Girl Asleep,English,6.2
Girls Lost,Swedish,6.1
Daniel Sosa: Sosafado,Spanish,5.3
Come On!: Therapy for the Undecided,German,7.3
Shopkins,English,3.9
The Kindness Diaries,English,8.2
Bobo Siebenschläfer,German,6
Were Lalaloopsy,"English, German, Spanish, Latin",7.7
Chasing Cameron,English,3.7
My Runway,Korean,6.3
Kidan: Piece of Darkness,,6.6
The Files of Young Kindaichi,Japanese,6
Miss in Kiss,"Min Nan, Mandarin",7.7
Back to 1989,Min Nan,8.4
Carlos Ballarta:  El Amor Es De Putos,Spanish,7.1
Yowamushi Pedal The Movie,Japanese,6.9
The Beginning and End of the Universe,,7.8
Dieter Nuhr: Nuhr in Berlin,German,4.7
Little Baby Bum: Nursery Rhyme Friends,English,3.7
Jinxed,English,6.5
Kathleen Madigan: Bothering Jesus,English,6.9
Love Family,Mandarin,7.9
Inborn Pair,Mandarin,7
Mutant Busters,"Spanish, English, French, Italian, Portuguese",7.1
Terrace House: Aloha State,"Japanese, English",7.5
Detective Downs,English,7.1
Midnight Diner: Tokyo Stories,Japanese,8.4
Killer Women with Piers Morgan,English,6.5
StoryBots Super Songs,English,8.6
Return of the Mafia,Korean,5.3
Mashas Spooky Stories,Russian,7
Love Cheque Charge,Mandarin,7.7
Be with Me,"Cantonese, English, Hokkien, Mandarin",7
When I See You Again,Mandarin,7.6
Someone Like You,English,6.1
Murphys Law of Love,English,7.3
Fall in Love with Me,Mandarin,7.2
Froning,English,6.7
Winter Sun,English,7.5
Jandino: Whatever it Takes,"English, Dutch",4.8
Kazoops!,English,7.1
Chefs Table: France,"English, Spanish",7.3
Kulipari: An Army of Frogs,English,6.9
Yakuzas Ladies Revisited,Japanese,7
Yakuzas Ladies Pt.2,Japanese,7
Game Winning Hit,Mandarin,1.9
Lucky Days,English,7.9
OFF COURSE,"Spanish, German",5.8
Solomons Perjury I: Suspencion,English,6.6
My Dangerous Wife,Korean,7.8
Solomons Perjury II: Judgement,English,6.6
Two Fathers,Mandarin,7.6
Love Cuisine,Mandarin,7.6
Worlds Oddest Animal Couples US,"English, Spanish, Hebrew, Arabic",7
Children of God,English,6.6
The Disastrous Life of Saiki K.,"Japanese, English",8.3
Dharmakshetra,Hindi,8.2
Raja Rasoi Aur Anya Kahaniyan,Hindi,9
72 Cutest Animals,"English, German, Italian, French, Spanish",5.8
Black Man White Skin,"Spanish, French",6.3
Najib Amhali: The Best Of,Dutch,7.3
Ronald Goedemondt: De R van Ronald,Dutch,7.9
Kuromukuro,Japanese,7.2
Cyborg 009 VS Devilman,Japanese,6.1
Serdar Somuncu - Der Hassprediger/Hardcore Live!,German,7.7
Good Morning Call,Japanese,7.7
Mashas Tales,Russian,7
The Celebrity Plastic Surgeons of Beverly Hills,English,5.5
Under Arrest,English,7.3
Leo the Lion,"English, Italian, Spanish",1.6
Lupin the Third Mine Fujiko to iu onna,Japanese,7.8
Peek-a-Boo!,"German, Spanish, French, English",6.2
Monthly Girls Nozaki Kun,"Japanese, English",7.7
Toki o kakeru shôjo,Japanese,8.3
Walt Disney Animation Studios Short Films Collection,English,7.7
Tadas Do-It-All House extra,Hindi,6.8
GOD TONGUE,Japanese,6.9
Ringu 0,Japanese,6
Alfons Åberg,Swedish,8.2
Immortal Classic,Korean,7.6
Dawn of a New Day: The Man Behind VHS,Japanese,7.2
Nasu: A Migratory Bird with Suitcase,Japanese,6.8
Seven Deadly Sins,English,6
The Brave Yoshihiko,English,6.3
72 Dangerous Animals: Australia,English,7
Titeuf,French,5.9
Still Game,English,8.8
Dinotrux,"English, French",7
Sense8: Creating the World,English,8.6
Larva,English,4.2
H2O: Mermaid Adventures,"German, English",5.9
Monty Pythons Fliegender Zirkus,"English, French, Latin",8.2
Dennis the Menace,"English, French",5.6
The Wedding Date,English,6.2
Demolition Man,English,6.7
Triple Dare,Danish,5.5
Den Store Dag,Danish,5.4
Those Who Kill,Danish,7.2
When a Stranger Calls,English,5.1
Fred Claus,English,5.6
Cant Hardly Wait,English,6.5
The Cave,"English, Romanian",5.1
White Men Cant Jump,English,6.8
Children of Men,"English, German, Italian, Romanian, Spanish, Arabic, Georgian, Russian, Serbian",7.9
Layer Cake,"English, Romanian",7.3
Cobra,English,5.8
The Crown Jewels,Swedish,5.9
Olsenbanden Jr. Gar under vann,Norwegian,4.9
Olsenbanden jr. Mestertyvens skatt,Norwegian,4.8
Olsenbanden Jr. - Solvgruvens hemmelighet,Norwegian,4.6
Blodsband,"Norwegian, Albanian",6.8
The Brothers,"English, French",6.5
Bad Faith,"Swedish, Danish, Norwegian",3.8
Deuce Bigalow: European Gigolo,"English, Dutch",4.7
Babas bilar,"Swedish, English, Finnish, Russian, Norwegian, Danish, Spanish",4.6
Barbara,"Danish, Faroese",6.3
Olsenbanden jr. Pa Cirkus,Norwegian,4.4
Olsenbanden jr. Pa rockern,Norwegian,4.9
Bare bea,"Norwegian, Danish, English",5.2
Superbror,Danish,5.8
Beyond,"Swedish, Finnish",7
The Place Beyond the Pines,"English, Spanish",7.3
Boat Trip,"English, Swedish, Spanish",4.9
Bridge to Terabithia,English,7.1
Bamse,Swedish,7.4
Masha en de beer,Russian,7.5
The Age of Innocence,"English, Italian",7.2
Love and Other Disasters,"English, Spanish",6.2
A.C.A.B.: All Cops Are Bastards,Italian,6.6
Att gora en pudel,Swedish,4.7
Alexander: Theatrical Cut,English,5.6
Anklaget,Danish,7
Asfaltenglene,Norwegian,4.6
Ambulancen,"Danish, English",8.2
A Little Princess,"English, French",7.7
Ali,"English, French, Swahili",6.8
Adventures in Zambezia,English,5.8
Police Academy: Special Edition,English,6.7
Die Hard: With a Vengeance,"English, German, Romanian",7.6
Behind Blue Skies,Swedish,6.6
The Adventures of Sharkboy and Lavagirl,English,3.6
The Ape,Swedish,6
Arn: The Knight Templar: The Complete Series,Swedish,7.4
Anaconda,English,4.8
8MM,English,6.5
The Karate Kid Part III,English,5.3
The Karate Kid Part II,English,6.1
Anacondas: The Hunt for the Blood Orchid,"English, Indonesian",4.7
Pusher 2: With Blood on My Hands,"Danish, Serbian",7.4
Taken 2,"English, Turkish, Arabic",6.3
Spider-Man 2,"English, Russian, Chinese",7.3
Room 205,Danish,4.4
22 Bullets,French,6.7
One Missed Call 2,"Japanese, Mandarin",5.4
One Missed Call,"Japanese, English",6.2
Trumbo,English,7.5
Unknown,"English, German, Turkish, Arabic",6.8
The Tournament,"English, French",6.1
Shameless (U.S.),English,8.6
Welcome to the Punch,English,6.1
Prisoners,English,8.1
Pacific Rim,"English, Japanese, Cantonese, Mandarin",6.9
Wrath of the Titans,English,5.7
Man of Steel,English,7
Were the Millers,"English, Spanish",7
License to Wed,English,5.3
Janet King,English,7.8
The Thick of It,English,8.7
Hannibal,"English, Italian, Japanese",6.8
Hairspray,English,6.6
Hall Pass,English,5.8
Horrible Histories,English,8.8
Gangs of New York,"English, Irish, Chinese, Latin",7.5
Gothika,English,5.8
Gravity,"English, Greenlandic",7.7
Jamie: Private School Girl,English,7.3
Twin Peaks: Fire Walk With Me,English,7.3
Godzilla: Final Wars,"Cantonese, English, Japanese",6.5
Friday Night Lights,English,7.2
Fawlty Towers,"English, Spanish",8.7
Flipped,English,7.7
Need for Speed,English,6.4
The Eye of the Storm,"English, French, German",6.1
